日期,名次,期货公司名称,期货名称,合约代码,成交量,增减量
20190403,18,兴证期货  ,天然橡胶            ,ru1909                        ,3284,-402
20190403,19,华安期货  ,天然橡胶            ,ru1909                        ,2924,-406
20190403,20,东航期货  ,天然橡胶            ,ru1909                        ,2838,-995
20190403,999,,天然橡胶            ,ru1909                        ,138733,-43237
20190403,1,东证期货  ,天然橡胶            ,ru2001                        ,1141,196
20190403,2,国投安信  ,天然橡胶            ,ru2001                        ,784,219
20190403,3,国富期货  ,天然橡胶            ,ru2001                        ,766,-290
20190403,4,国泰君安  ,天然橡胶            ,ru2001                        ,737,100
20190403,5,中信期货  ,天然橡胶            ,ru2001                        ,677,-263
20190403,6,国信期货  ,天然橡胶            ,ru2001                        ,606,87
20190403,7,格林大华  ,天然橡胶            ,ru2001                        ,563,54
20190403,8,方正中期  ,天然橡胶            ,ru2001                        ,454,63
20190403,9,海通期货  ,天然橡胶            ,ru2001                        ,442,-117
20190403,10,广发期货  ,天然橡胶            ,ru2001                        ,411,33
20190403,11,中信建投  ,天然橡胶            ,ru2001                        ,405,311
20190403,12,华泰期货  ,天然橡胶            ,ru2001                        ,391,96
20190403,13,银河期货  ,天然橡胶            ,ru2001                        ,300,95
20190403,14,永安期货  ,天然橡胶            ,ru2001                        ,260,44
20190403,15,浙商期货  ,天然橡胶            ,ru2001                        ,242,-47
20190403,16,光大期货  ,天然橡胶            ,ru2001                        ,204,103
20190403,17,兴业期货  ,天然橡胶            ,ru2001                        ,186,120
20190403,18,中粮期货  ,天然橡胶            ,ru2001                        ,182,113
20190403,19,上海大陆  ,天然橡胶            ,ru2001                        ,173,137
20190403,20,混沌天成  ,天然橡胶            ,ru2001                        ,170,144
20190403,999,,天然橡胶            ,ru2001                        ,9094,1198
20190403,-1,期货公司  ,纸浆                ,spall                         ,208926,95436
20190403,0,非期货公司,纸浆                ,spall                         ,0,0
20190403,1,华泰期货  ,纸浆                ,sp1906                        ,14117,1602
20190403,2,中信期货  ,纸浆                ,sp1906                        ,13461,4548
20190403,3,东证期货  ,纸浆                ,sp1906                        ,12283,6999
20190403,4,中银国际  ,纸浆                ,sp1906                        ,9876,5461
20190403,5,国泰君安  ,纸浆                ,sp1906                        ,7604,5584
20190403,6,国投安信  ,纸浆                ,sp1906                        ,6751,2982
20190403,7,方正中期  ,纸浆                ,sp1906                        ,6067,2463
20190403,8,徽商期货  ,纸浆                ,sp1906                        ,5485,1418
20190403,9,华安期货  ,纸浆                ,sp1906                        ,5416,2512
20190403,10,海通期货  ,纸浆                ,sp1906                        ,5408,2256
20190403,11,天风期货  ,纸浆                ,sp1906                        ,3811,3486
20190403,12,兴证期货  ,纸浆                ,sp1906                        ,3640,757
20190403,13,东航期货  ,纸浆                ,sp1906                        ,3458,1719
20190403,14,金瑞期货  ,纸浆                ,sp1906                        ,3372,1870
20190403,15,申万期货  ,纸浆                ,sp1906                        ,2824,1461
20190403,16,永安期货  ,纸浆                ,sp1906                        ,2822,1296
20190403,17,东吴期货  ,纸浆                ,sp1906                        ,2552,1712
20190403,18,宏源期货  ,纸浆                ,sp1906                        ,2284,1285
20190403,19,铜冠金源  ,纸浆                ,sp1906                        ,2269,2067
20190403,20,中信建投  ,纸浆                ,sp1906                        ,2233,1467
20190403,999,,纸浆                ,sp1906                        ,115733,52945
